timestamp,open,high,low,close,volume
2025-08-01 08:20:00,942.74,942.74,941.12,941.12,0.04752575
2025-08-01 08:25:00,941.82,944.31,941.82,944.31,2.02407012
2025-08-01 08:30:00,943.15,943.15,941.55,942.68,22.618113539999996
2025-08-01 08:35:00,940.0,943.14,939.64,943.14,4.31646123
2025-08-01 08:40:00,944.38,946.96,944.0,946.96,5.8440192699999995
2025-08-01 08:45:00,947.39,947.39,946.85,946.86,0.15112377
2025-08-01 08:50:00,948.45,949.0,947.23,948.55,12.55090478
2025-08-01 08:55:00,948.15,948.15,946.45,946.63,0.18827947
2025-08-01 09:00:00,944.25,949.72,944.25,948.54,20.71465724
2025-08-01 09:05:00,947.88,947.88,945.18,946.52,3.8741493900000004
2025-08-01 09:10:00,946.75,946.75,943.06,945.92,15.0854422
2025-08-01 09:15:00,943.48,946.42,943.48,946.42,21.95881919
2025-08-01 09:20:00,947.82,947.82,946.65,946.66,0.11506648
2025-08-01 09:25:00,949.05,949.05,946.39,947.94,0.5392671
2025-08-01 09:30:00,946.83,948.55,946.14,946.14,1.7617726200000001
2025-08-01 09:35:00,945.42,948.82,945.42,948.82,0.25990719
2025-08-01 09:40:00,947.23,948.8,947.23,948.06,0.46446422
2025-08-01 09:45:00,948.48,948.48,945.8,947.88,4.96998897
2025-08-01 09:50:00,946.1,946.1,942.71,942.71,15.50199294
2025-08-01 09:55:00,943.61,944.69,943.07,943.07,1.04963633
2025-08-01 10:00:00,941.89,945.15,941.46,943.59,55.28371477
2025-08-01 10:05:00,943.75,946.31,943.39,945.93,14.03453783
2025-08-01 10:10:00,945.73,947.65,945.73,947.65,18.3131017
2025-08-01 10:15:00,949.18,949.18,949.12,949.12,0.18145175000000002
2025-08-01 10:20:00,949.99,949.99,945.53,946.3,1.58774929
2025-08-01 10:25:00,946.56,948.5,946.56,947.98,1.23469815
2025-08-01 10:30:00,947.73,948.91,946.58,948.06,10.5751007
2025-08-01 10:35:00,949.84,950.41,947.23,948.96,9.32297743
2025-08-01 10:40:00,950.08,952.72,947.31,952.35,16.03598739
2025-08-01 10:45:00,951.94,951.94,948.2,948.2,12.2421725
2025-08-01 10:50:00,950.51,950.51,948.93,950.35,3.78819601
2025-08-01 10:55:00,950.29,951.94,950.29,951.34,7.17799864
2025-08-01 11:00:00,950.65,950.65,947.6,948.97,4.675361250000001
2025-08-01 11:05:00,948.96,949.91,947.6,949.25,13.15635271
2025-08-01 11:10:00,949.23,950.59,947.62,949.63,15.22886259
2025-08-01 11:15:00,947.79,951.05,947.6,947.6,125.19260982
2025-08-01 11:20:00,947.01,948.5,946.92,946.92,20.15004708
2025-08-01 11:25:00,946.01,947.95,946.01,946.54,32.00114688
2025-08-01 11:30:00,947.7,947.98,946.01,947.98,9.42726028
2025-08-01 11:35:00,947.89,948.32,946.06,948.32,8.39834876
2025-08-01 11:40:00,949.48,950.59,947.3,947.3,19.72217709
2025-08-01 11:45:00,950.46,953.63,948.58,953.35,73.82611624
2025-08-01 11:50:00,953.35,954.67,949.76,954.33,22.073585089999998
2025-08-01 11:55:00,954.15,954.43,953.08,954.43,3.62454303
2025-08-01 12:00:00,952.6,955.31,951.87,955.31,7.44629944
2025-08-01 12:05:00,951.9,956.87,951.89,956.11,80.97713987
2025-08-01 12:10:00,956.11,956.11,954.67,955.61,4.40176109
2025-08-01 12:15:00,955.57,955.57,949.74,953.23,134.21802047
2025-08-01 12:20:00,951.63,952.14,950.38,951.56,7.6702100600000005
2025-08-01 12:25:00,951.48,952.09,948.73,951.46,20.44048278
2025-08-01 12:30:00,950.31,956.16,950.0,953.07,161.58464819
2025-08-01 12:35:00,951.74,953.9,949.52,951.1,43.00231932
2025-08-01 12:40:00,951.1,952.85,949.8,950.2,21.61491759
2025-08-01 12:45:00,950.2,950.2,946.0,946.0,129.10534924
2025-08-01 12:50:00,947.41,947.41,943.08,946.13,6.703913200000001
2025-08-01 12:55:00,946.11,946.11,938.59,942.17,162.71477769999998
2025-08-01 13:00:00,938.59,941.03,937.51,939.26,33.42800632
2025-08-01 13:05:00,938.02,942.07,937.52,940.41,48.19850617
2025-08-01 13:10:00,940.56,942.04,940.0,941.0,20.05143346
2025-08-01 13:15:00,940.01,944.18,940.0,944.18,21.40187833
2025-08-01 13:20:00,940.0,940.0,934.03,936.3,36.78856983
2025-08-01 13:25:00,935.94,936.48,934.2,934.2,95.67716549000001
2025-08-01 13:30:00,933.56,935.41,930.23,931.91,24.11245667
2025-08-01 13:35:00,932.49,935.11,931.93,932.56,21.14728604
2025-08-01 13:40:00,930.17,932.47,928.42,929.67,88.13799198000001
2025-08-01 13:45:00,928.42,928.53,920.0,920.02,60.68753168
2025-08-01 13:50:00,922.8,923.53,917.99,918.01,59.79360320000001
2025-08-01 13:55:00,919.26,923.99,918.08,920.79,482.56033327
2025-08-01 14:00:00,918.51,919.54,915.01,918.95,42.50724065
2025-08-01 14:05:00,919.32,926.49,917.78,924.14,152.18904703
2025-08-01 14:10:00,925.24,930.7,925.0,927.13,26.15350773
2025-08-01 14:15:00,927.13,929.12,925.0,929.12,18.424017290000002
2025-08-01 14:20:00,929.0,935.42,929.0,934.23,44.45873178
2025-08-01 14:25:00,935.05,940.09,934.0,938.54,1.47461459
2025-08-01 14:30:00,939.22,943.93,939.21,943.93,2.49944386
2025-08-01 14:35:00,941.6,943.86,939.48,942.74,83.52013742
2025-08-01 14:40:00,942.57,942.57,939.08,940.72,15.646324919999998
2025-08-01 14:45:00,940.68,942.55,939.53,941.27,2.64705967
2025-08-01 14:50:00,942.54,944.12,941.34,942.95,9.69998195
2025-08-01 14:55:00,942.95,942.95,940.13,942.38,21.187947819999998
2025-08-01 15:00:00,942.52,942.52,937.54,937.54,13.585499120000001
2025-08-01 15:05:00,936.91,938.08,934.02,936.97,18.04731667
2025-08-01 15:10:00,934.0,938.85,932.7,936.97,4.15345318
2025-08-01 15:15:00,936.0,936.96,930.0,930.24,0.80010289
2025-08-01 15:20:00,930.5,931.97,928.0,928.0,12.52126312
2025-08-01 15:25:00,931.08,933.89,924.39,931.76,76.01442229
2025-08-01 15:30:00,931.71,932.92,930.58,931.71,28.30439527
2025-08-01 15:35:00,930.01,934.4,927.16,934.4,11.28871497
2025-08-01 15:40:00,936.1,938.12,935.79,938.12,0.35756414000000003
2025-08-01 15:45:00,937.73,938.31,934.28,936.96,2.8560494
2025-08-01 15:50:00,935.39,936.16,934.87,935.99,0.62662163
2025-08-01 15:55:00,937.2,937.2,936.29,936.29,6.61366047
2025-08-01 16:00:00,936.02,936.02,931.59,935.07,18.12749793
2025-08-01 16:05:00,934.93,940.35,934.93,940.35,1.55132073
2025-08-01 16:10:00,939.37,940.63,938.39,938.54,7.48016491
2025-08-01 16:15:00,940.24,941.31,940.24,941.07,1.32315834
2025-08-01 16:20:00,940.57,941.07,939.74,940.16,1.96514985
2025-08-01 16:25:00,939.62,940.68,939.62,939.89,0.1708231
2025-08-01 16:30:00,937.6,938.98,935.75,936.37,12.62650283
2025-08-01 16:35:00,937.05,938.44,934.84,935.27,23.74775137
2025-08-01 16:40:00,934.84,936.16,930.33,936.16,132.87608146
2025-08-01 16:45:00,936.26,937.37,932.0,932.0,22.693053929999998
2025-08-01 16:50:00,933.21,933.21,930.0,930.0,28.247857670000002
2025-08-01 16:55:00,928.92,930.74,924.96,928.34,29.70973141
2025-08-01 17:00:00,928.46,928.53,921.02,922.74,11.111275840000001
2025-08-01 17:05:00,921.01,926.44,920.75,925.93,18.9913898
2025-08-01 17:10:00,924.96,925.17,922.76,924.3,68.5548914
2025-08-01 17:15:00,922.8,925.85,920.98,922.46,62.5083182
2025-08-01 17:20:00,924.78,927.96,923.85,926.19,17.12825633
2025-08-01 17:25:00,925.43,927.15,923.85,926.85,10.87604234
2025-08-01 17:30:00,928.15,932.72,928.15,930.45,10.02562037
2025-08-01 17:35:00,928.39,930.19,924.92,924.92,1.58724268
2025-08-01 17:40:00,927.09,928.3,923.6,925.56,2.85567884
2025-08-01 17:45:00,924.43,924.43,922.74,923.51,5.38255536
2025-08-01 17:50:00,925.05,925.05,923.29,923.71,1.92725441
2025-08-01 17:55:00,924.76,926.12,923.56,926.12,1.88050125
2025-08-01 18:00:00,927.26,927.26,922.6,922.6,20.665571110000002
2025-08-01 18:05:00,923.8,927.24,923.58,927.24,16.22731194
2025-08-01 18:10:00,924.96,925.24,923.5,925.23,10.75767383
2025-08-01 18:15:00,925.95,925.95,918.85,920.36,36.42635588
2025-08-01 18:20:00,918.28,924.19,918.28,924.19,73.62990028
2025-08-01 18:25:00,925.36,930.02,925.19,929.67,1.37614649
2025-08-01 18:30:00,928.05,929.13,926.16,927.16,38.1793371
2025-08-01 18:35:00,926.14,928.26,924.43,928.26,1.09913817
2025-08-01 18:40:00,927.15,928.82,923.85,926.37,38.195589170000005
2025-08-01 18:45:00,927.13,928.62,925.04,926.39,3.16472424
2025-08-01 18:50:00,928.56,928.56,920.04,922.3,12.39047235
2025-08-01 18:55:00,924.97,924.97,918.12,922.45,14.56892316
2025-08-01 19:00:00,921.94,924.21,920.35,922.28,8.62096443
2025-08-01 19:05:00,920.36,924.02,919.6,923.12,63.213717720000005
2025-08-01 19:10:00,923.4,924.89,921.31,922.6,8.74638859
2025-08-01 19:15:00,923.46,924.71,922.31,924.71,7.351549800000001
2025-08-01 19:20:00,923.57,923.79,919.3,922.55,11.74678217
2025-08-01 19:25:00,922.41,923.55,921.3,921.45,5.972751
2025-08-01 19:30:00,922.51,928.2,921.52,928.2,4.33423052
2025-08-01 19:35:00,928.75,931.29,924.39,927.3,20.4989175
2025-08-01 19:40:00,925.38,925.39,921.69,922.71,54.77874774
2025-08-01 19:45:00,923.07,925.3,923.07,925.0,6.27430708
2025-08-01 19:50:00,924.58,926.47,923.78,925.0,17.0344956
2025-08-01 19:55:00,925.33,928.53,924.57,927.41,12.94147196
2025-08-01 20:00:00,924.66,926.97,923.0,923.0,99.33506347
2025-08-01 20:05:00,920.79,922.01,906.07,910.0,83.32243911
2025-08-01 20:10:00,910.0,911.98,909.64,910.98,14.73820111
2025-08-01 20:15:00,907.09,911.41,905.52,911.41,18.03716639
2025-08-01 20:20:00,911.37,911.37,906.65,906.65,119.59932001
2025-08-01 20:25:00,907.33,909.08,906.56,908.77,9.70940437
2025-08-01 20:30:00,909.44,909.44,905.0,905.0,38.066101610000004
2025-08-01 20:35:00,905.45,907.53,903.17,903.17,10.431459990000002
2025-08-01 20:40:00,903.16,905.34,899.61,905.3,40.859776260000004
2025-08-01 20:45:00,905.21,906.96,903.87,906.96,9.69640725
2025-08-01 20:50:00,906.96,906.96,904.68,906.61,3.3029915400000003
2025-08-01 20:55:00,906.95,911.29,905.71,910.76,0.70147391
2025-08-01 21:00:00,911.9,912.0,910.72,912.0,5.9259423600000005
2025-08-01 21:05:00,912.0,913.88,911.75,913.08,15.85225222
2025-08-01 21:10:00,912.19,913.63,911.0,913.59,12.109876909999999
2025-08-01 21:15:00,911.78,913.47,906.72,906.72,24.99273806
2025-08-01 21:20:00,909.85,911.66,909.85,911.66,1.77509155
2025-08-01 21:25:00,912.9,913.47,912.84,913.47,24.8277755
2025-08-01 21:30:00,913.46,915.59,911.65,915.59,5.46398091
2025-08-01 21:35:00,915.55,915.55,913.0,914.58,22.21522191
2025-08-01 21:40:00,914.48,915.53,914.03,914.37,2.1696939
2025-08-01 21:45:00,914.21,914.21,912.77,912.96,7.15209286
2025-08-01 21:50:00,911.41,915.37,911.41,915.37,1.9740463599999998
2025-08-01 21:55:00,915.25,915.25,911.26,911.26,2.52093796
2025-08-01 22:00:00,911.14,912.52,908.81,909.99,9.07679016
2025-08-01 22:05:00,907.37,907.37,900.0,900.26,13.66902127
2025-08-01 22:10:00,900.01,901.11,900.0,900.01,0.15422794
2025-08-01 22:15:00,902.85,902.85,901.29,901.39,1.13218634
2025-08-01 22:20:00,900.01,900.42,893.19,895.09,541.63384388
2025-08-01 22:25:00,897.8,897.8,891.54,891.54,51.07289050999999
2025-08-01 22:30:00,894.56,895.82,888.91,892.59,35.50610098
2025-08-01 22:35:00,893.5,894.11,889.87,890.23,38.076401350000005
2025-08-01 22:40:00,891.89,893.5,885.63,891.92,42.96422111
2025-08-01 22:45:00,894.14,895.7,891.59,892.74,73.2022967
2025-08-01 22:50:00,894.03,895.84,893.19,894.73,19.138571470000002
2025-08-01 22:55:00,896.28,899.24,896.28,898.58,16.92463898
2025-08-01 23:00:00,898.58,899.78,896.58,897.75,18.60085164
2025-08-01 23:05:00,899.14,900.73,897.82,900.72,5.23448748
2025-08-01 23:10:00,902.0,902.0,900.05,901.68,4.8880025400000005
2025-08-01 23:15:00,902.78,904.67,901.75,903.89,7.93214097
2025-08-01 23:20:00,903.75,903.75,903.35,903.67,1.17845357
2025-08-01 23:25:00,903.91,903.93,901.71,903.91,1.09564337
2025-08-01 23:30:00,903.91,905.05,901.16,902.63,21.693782249999998
2025-08-01 23:35:00,903.92,903.92,903.57,903.57,0.31937
2025-08-01 23:40:00,903.29,904.72,903.29,904.72,5.48263382
2025-08-01 23:45:00,906.16,907.09,906.16,907.09,8.871599100000001
2025-08-01 23:50:00,908.37,908.96,907.15,908.19,9.79100401
2025-08-01 23:55:00,907.51,908.37,906.1,906.98,3.2223701
2025-08-02 00:00:00,906.58,907.35,906.29,906.29,3.03841539
2025-08-02 00:05:00,905.59,907.03,904.79,905.0,8.74918014
2025-08-02 00:10:00,907.27,908.63,905.77,908.63,4.25025193
2025-08-02 00:15:00,908.31,909.0,908.02,909.0,2.32245054
2025-08-02 00:20:00,911.49,911.49,911.47,911.47,1.50102227
2025-08-02 00:25:00,912.58,912.58,911.92,911.96,1.29078392
2025-08-02 00:30:00,911.57,911.57,909.98,910.81,16.32365849
2025-08-02 00:35:00,910.77,912.76,910.77,912.74,1.34656147
2025-08-02 00:40:00,913.56,913.72,913.11,913.11,12.123602739999999
2025-08-02 00:45:00,913.09,914.45,913.0,913.4,22.1140688
2025-08-02 00:50:00,916.32,916.76,914.1,914.89,5.16279374
2025-08-02 00:55:00,914.96,914.96,914.96,914.96,0.85752635
2025-08-02 01:00:00,916.49,916.49,914.49,914.49,11.122699690000001
2025-08-02 01:05:00,914.26,914.26,913.5,914.19,7.09122539
2025-08-02 01:10:00,914.04,915.23,912.47,915.23,15.432959069999999
2025-08-02 01:15:00,916.62,916.62,916.62,916.62,0.07530967
2025-08-02 01:20:00,915.28,915.28,912.93,912.93,0.15674509
2025-08-02 01:25:00,913.69,913.69,912.97,912.97,0.0157407
2025-08-02 01:30:00,912.08,914.33,910.99,914.33,2.5088470999999997
2025-08-02 01:35:00,914.33,914.78,912.98,914.24,0.90669382
2025-08-02 01:40:00,914.24,915.15,914.24,915.15,8.962591680000001
2025-08-02 01:45:00,915.23,915.9,915.23,915.9,0.13574176
2025-08-02 01:50:00,916.43,916.43,914.01,914.72,49.500786
2025-08-02 01:55:00,916.81,917.46,916.81,917.46,4.5217
2025-08-02 02:00:00,917.46,917.46,916.3,916.3,0.51598631
2025-08-02 02:05:00,918.06,918.06,918.06,918.06,2.17850685
2025-08-02 02:10:00,918.06,918.06,916.2,916.71,24.857279350000002
2025-08-02 02:15:00,917.75,917.75,917.11,917.11,1.10403426
2025-08-02 02:20:00,916.15,917.68,914.99,914.99,4.07128662
2025-08-02 02:25:00,916.14,916.89,916.14,916.89,0.16754273
2025-08-02 02:30:00,915.24,916.53,915.08,915.08,0.7126735100000001
2025-08-02 02:35:00,915.91,915.91,915.06,915.06,1.3736413299999999
2025-08-02 02:40:00,915.91,915.91,914.81,915.41,7.473439189999999
2025-08-02 02:45:00,915.41,915.41,914.03,914.03,0.03212346
2025-08-02 02:50:00,915.41,916.45,915.41,916.45,1.188259
2025-08-02 02:55:00,916.43,916.43,916.43,916.43,0.05292821
2025-08-02 03:00:00,915.53,916.55,915.53,916.55,0.74909954
2025-08-02 03:05:00,916.55,916.55,916.55,916.55,0.11758425
2025-08-02 03:10:00,916.03,917.23,915.38,915.38,1.15700876
2025-08-02 03:15:00,916.98,916.98,916.98,916.98,0.051
2025-08-02 03:20:00,916.82,916.82,916.82,916.82,0.00502604
2025-08-02 03:25:00,916.58,916.58,916.58,916.58,1.1072574099999999
2025-08-02 03:30:00,916.25,916.25,916.25,916.25,0.118
2025-08-02 03:35:00,915.25,916.37,915.25,916.37,0.04902943
2025-08-02 03:40:00,916.37,916.37,916.37,916.37,0.10728199
2025-08-02 03:45:00,916.24,916.24,915.16,915.16,0.54227151
2025-08-02 03:50:00,916.03,916.03,915.02,915.02,0.7711044199999999
2025-08-02 03:55:00,914.32,916.24,914.32,916.24,0.05762127
2025-08-02 04:00:00,916.24,916.24,914.67,916.22,0.15428683999999998
2025-08-02 04:05:00,916.22,916.22,916.22,916.22,0.12843039
2025-08-02 04:10:00,914.3,915.52,914.3,915.52,0.049245590000000006
2025-08-02 04:15:00,914.0,914.67,913.34,914.66,19.70286498
2025-08-02 04:25:00,916.14,916.14,914.82,915.13,1.4371757299999999
2025-08-02 04:30:00,915.56,916.36,915.41,916.36,9.165572840000001
2025-08-02 04:35:00,917.22,918.07,917.22,918.07,9.0534
2025-08-02 04:55:00,917.08,918.92,917.08,918.92,12.7670165
2025-08-02 05:10:00,918.4,919.55,918.4,918.91,10.887836709999998
2025-08-02 05:15:00,918.38,918.38,916.94,916.94,4.37096676
2025-08-02 05:20:00,918.2,918.2,917.18,918.2,1.6303719099999998
2025-08-02 05:40:00,917.73,917.73,917.73,917.73,0.21424602
2025-08-02 06:00:00,916.1,916.1,916.1,916.1,0.0988
2025-08-02 06:05:00,915.41,915.41,914.94,914.94,4.46052
2025-08-02 06:15:00,913.33,913.33,912.0,912.0,0.38776206
2025-08-02 06:25:00,905.51,906.81,905.51,906.79,0.17704274
2025-08-02 06:30:00,906.77,907.64,904.31,904.31,0.08176781
2025-08-02 06:40:00,902.0,902.0,902.0,902.0,0.66590909
2025-08-02 06:45:00,904.31,904.31,904.31,904.31,0.0623
2025-08-02 06:55:00,906.31,906.31,906.31,906.31,0.01070384
2025-08-02 07:00:00,906.29,906.3,906.29,906.3,0.050378940000000004
2025-08-02 07:05:00,906.26,906.26,905.76,905.76,0.027371839999999998
2025-08-02 07:10:00,901.89,903.52,901.89,903.52,0.02238796
2025-08-02 07:15:00,905.47,907.12,905.47,907.12,0.011915950000000002
2025-08-02 07:20:00,909.16,910.54,909.16,910.54,0.23895753
2025-08-02 07:25:00,910.0,910.67,910.0,910.67,0.26544216
2025-08-02 07:30:00,909.02,909.88,909.02,909.88,0.11012035
2025-08-02 07:35:00,912.69,912.69,912.69,912.69,0.00211105
2025-08-02 07:40:00,912.97,912.97,912.97,912.97,0.16152228
2025-08-02 07:45:00,912.97,912.97,912.97,912.97,0.75530411
2025-08-02 07:50:00,912.94,912.94,912.72,912.72,0.18109
2025-08-02 07:55:00,915.09,916.44,915.09,916.31,10.846273479999999
2025-08-02 08:00:00,914.6,914.6,914.6,914.6,4.4614
2025-08-02 08:05:00,916.13,916.13,916.13,916.13,0.04824
2025-08-02 08:20:00,916.7,916.7,916.7,916.7,0.02804
2025-08-02 08:25:00,914.3,914.3,914.13,914.13,4.57165288
2025-08-02 08:45:00,914.05,914.05,912.52,912.52,1.08257041
2025-08-02 08:50:00,910.98,911.23,910.46,910.46,2.92183
2025-08-02 08:55:00,911.13,911.13,911.13,911.13,0.49926621
2025-08-02 09:05:00,912.11,912.13,912.11,912.13,1.19288539
2025-08-02 09:10:00,913.8,913.8,913.8,913.8,0.00342525
2025-08-02 09:15:00,914.57,914.57,914.57,914.57,0.02121434
2025-08-02 09:20:00,913.49,913.49,913.49,913.49,0.10762022
2025-08-02 09:25:00,911.18,912.09,911.18,912.09,0.05539009
2025-08-02 09:35:00,911.59,911.59,911.59,911.59,0.02791394
2025-08-02 09:40:00,910.59,910.59,910.59,910.59,0.00549094
2025-08-02 09:50:00,910.65,910.65,909.35,909.35,0.48716648
2025-08-02 09:55:00,911.8,912.83,911.61,912.83,2.12815174
2025-08-02 10:00:00,912.83,912.83,912.16,912.16,3.97225117
2025-08-02 10:05:00,909.94,910.74,909.21,909.21,0.09468656
2025-08-02 10:10:00,907.37,908.97,907.01,907.01,5.15679251
2025-08-02 10:15:00,907.0,907.35,906.43,907.35,0.05145264000000001
2025-08-02 10:20:00,906.5,906.93,906.5,906.93,1.09665432
2025-08-02 10:25:00,906.73,907.03,906.43,907.03,7.08802456
2025-08-02 10:30:00,905.69,908.68,904.56,908.68,6.91214394
2025-08-02 10:35:00,906.61,908.42,903.09,904.75,0.6993043299999999
2025-08-02 10:40:00,902.68,902.68,902.68,902.68,2.23217593
2025-08-02 10:45:00,903.43,906.28,903.43,906.28,9.39070127
2025-08-02 10:50:00,907.67,908.73,907.5,908.73,0.42431213
2025-08-02 10:55:00,908.71,908.71,907.12,907.12,0.09605203
2025-08-02 11:00:00,908.67,909.06,908.04,909.06,1.36650393
2025-08-02 11:05:00,908.7,908.7,907.04,907.85,5.862119229999999
2025-08-02 11:10:00,905.04,905.04,904.05,904.65,0.7675284499999999
2025-08-02 11:15:00,904.45,907.22,904.45,907.22,2.58402254
2025-08-02 11:20:00,908.67,910.86,907.63,910.86,9.060372000000001
2025-08-02 11:25:00,911.37,916.98,911.37,916.98,4.51614823
2025-08-02 11:30:00,916.88,918.53,916.38,918.28,6.401182459999999
2025-08-02 11:35:00,916.78,918.18,915.39,917.72,35.46338755
